instance,k,n_params,median_obj,median_time_s,n_seeds
supportcase26,50,5,7.36,2504,4
supportcase26,50,5,7.59,2504,5
supportcase26,50,5,7.64,2505,6
supportcase26,50,5,7.42,2549,7
supportcase26,50,5,8.10,2505,8
supportcase26,50,5,7.52,2504,9
supportcase26,60,5,7.36,3006,0
supportcase26,60,5,7.60,3005,1
supportcase26,60,5,11.02,3009,2
supportcase26,60,5,7.86,3006,3
supportcase26,60,5,7.69,3006,4
supportcase26,60,5,9.43,3005,5
supportcase26,60,5,7.77,3006,6
supportcase26,60,5,7.22,3011,7
supportcase26,60,5,7.80,3007,8
supportcase26,60,5,7.36,3005,9
supportcase26,2,10,12.20,200,0
supportcase26,2,10,12.98,200,1
supportcase26,2,10,12.51,200,2
supportcase26,2,10,10.14,200,3
supportcase26,2,10,11.54,200,4
supportcase26,2,10,9.12,200,5
supportcase26,2,10,11.17,200,6
supportcase26,2,10,9.52,200,7
supportcase26,2,10,8.26,200,8
supportcase26,2,10,8.88,200,9
supportcase26,5,10,12.53,501,0
supportcase26,5,10,9.54,501,1
supportcase26,5,10,8.19,501,2
supportcase26,5,10,8.91,501,3
supportcase26,5,10,8.79,501,4
supportcase26,5,10,6.61,500,5
supportcase26,5,10,9.51,501,6
supportcase26,5,10,8.97,501,7
supportcase26,5,10,7.74,501,8
supportcase26,5,10,9.14,501,9
supportcase26,10,10,7.77,1001,0
supportcase26,10,10,9.04,1002,1
supportcase26,10,10,7.30,1002,2
supportcase26,10,10,8.22,1002,3
supportcase26,10,10,6.96,1001,4
supportcase26,10,10,0.89,1001,5
supportcase26,10,10,7.33,1002,6
supportcase26,10,10,9.27,1002,7
supportcase26,10,10,5.66,1002,8
supportcase26,10,10,7.29,1002,9
supportcase26,15,10,6.43,1502,0
supportcase26,15,10,5.04,1503,1
supportcase26,15,10,7.81,1502,2
supportcase26,15,10,8.69,1502,3
supportcase26,15,10,5.66,1503,4
supportcase26,15,10,6.76,1502,5
supportcase26,15,10,7.86,1626,6
supportcase26,15,10,8.56,1503,7
supportcase26,15,10,7.35,1503,8
supportcase26,15,10,7.79,1503,9
supportcase26,20,10,3.61,2004,0
supportcase26,20,10,7.53,2004,1
supportcase26,20,10,2.56,2004,2
supportcase26,20,10,8.20,2003,3
supportcase26,20,10,5.02,2003,4
supportcase26,20,10,2.40,2004,5
supportcase26,20,10,7.31,1976,6
supportcase26,20,10,7.43,2003,7
supportcase26,20,10,5.89,2004,8
supportcase26,20,10,7.94,2004,9
supportcase26,25,10,7.20,2504,0
supportcase26,25,10,7.53,2506,1
supportcase26,25,10,6.54,2504,2
supportcase26,25,10,1.34,2504,3
supportcase26,25,10,6.83,2505,4
supportcase26,25,10,7.89,2504,5
supportcase26,25,10,7.86,2505,6
supportcase26,25,10,6.84,2504,7
supportcase26,25,10,6.50,2508,8
supportcase26,30,10,2.50,3006,0
supportcase26,30,10,8.11,3006,1
supportcase26,30,10,5.61,3006,2
supportcase26,30,10,8.29,3005,3
supportcase26,30,10,2.55,3008,4
supportcase26,30,10,2.91,3006,5
supportcase26,30,10,4.03,3006,6
supportcase26,30,10,7.09,3006,7
supportcase26,30,10,3.21,3006,8
supportcase26,30,10,7.35,3006,9
supportcase26,40,10,4.31,4008,0
supportcase26,40,10,6.98,4008,1
supportcase26,40,10,2.53,4009,2
supportcase26,40,10,6.13,4008,3
supportcase26,40,10,2.48,4008,4
supportcase26,40,10,7.20,4007,5
supportcase26,40,10,5.05,4006,6
supportcase26,40,10,6.42,4012,7
supportcase26,40,10,5.59,4009,8
supportcase26,40,10,2.93,4009,9
supportcase26,50,10,5.33,5008,0
supportcase26,50,10,5.72,5009,1
supportcase26,50,10,2.44,5012,2
supportcase26,50,10,6.61,5008,3
supportcase26,50,10,2.12,5010,4
supportcase26,50,10,5.69,5014,5
supportcase26,50,10,7.39,5017,6
supportcase26,50,10,5.40,5015,7
supportcase26,50,10,1.47,5010,8
supportcase26,50,10,5.95,5008,9
supportcase26,60,10,4.74,6013,0
supportcase26,60,10,5.86,6010,1
supportcase26,60,10,5.06,6011,2
supportcase26,60,10,5.98,6015,3
supportcase26,60,10,4.16,6009,4
supportcase26,60,10,6.09,6009,5
supportcase26,60,10,5.36,6015,6
supportcase26,60,10,2.70,6013,7
supportcase26,60,10,1.29,6015,8
supportcase26,60,10,3.39,6011,9
supportcase26,2,20,10.81,400,0
supportcase26,2,20,12.69,401,1
supportcase26,2,20,3.76,401,2
supportcase26,2,20,8.82,401,3
supportcase26,2,20,8.25,401,4
supportcase26,2,20,5.91,400,5
supportcase26,2,20,10.26,408,6
supportcase26,2,20,8.67,401,7
supportcase26,2,20,9.18,401,8
supportcase26,2,20,10.34,400,9
supportcase26,5,20,10.17,1001,0
supportcase26,5,20,7.47,1002,1
supportcase26,5,20,4.23,1002,2
supportcase26,5,20,8.53,1002,3
supportcase26,5,20,8.24,1001,4
supportcase26,5,20,5.35,1002,5
supportcase26,5,20,9.72,1002,6
supportcase26,5,20,5.96,1002,7
supportcase26,5,20,10.09,1002,8
supportcase26,5,20,6.11,1002,9
supportcase26,10,20,7.61,2003,0
supportcase26,10,20,1.75,2006,1
supportcase26,10,20,2.24,2005,2
supportcase26,10,20,4.34,2006,3
supportcase26,10,20,8.77,2003,4
supportcase26,10,20,7.22,2004,5
supportcase26,10,20,10.10,2004,6
supportcase26,10,20,5.99,2003,7
supportcase26,10,20,9.71,2004,8
supportcase26,10,20,2.94,2005,9
supportcase26,15,20,2.94,3008,0
supportcase26,15,20,1.91,3009,1
supportcase26,15,20,5.50,3006,2
supportcase26,15,20,4.20,3006,3
supportcase26,15,20,5.52,3005,4
supportcase26,15,20,2.89,3009,5
supportcase26,15,20,2.39,3008,6
supportcase26,15,20,5.89,3005,7
supportcase26,15,20,3.16,3005,8
supportcase26,15,20,7.61,3005,9
supportcase26,20,20,6.10,4006,0
supportcase26,20,20,7.53,4008,1
supportcase26,20,20,2.51,4009,2
supportcase26,20,20,2.91,4011,3
supportcase26,20,20,5.66,4007,4
supportcase26,20,20,7.60,4008,5
supportcase26,20,20,4.99,4009,6
supportcase26,20,20,5.95,4008,7
supportcase26,20,20,2.60,4011,8
supportcase26,20,20,2.46,4029,9
supportcase26,25,20,8.47,5021,0
supportcase26,25,20,2.80,5018,1
supportcase26,25,20,5.74,5009,2
supportcase26,25,20,2.78,5014,3
supportcase26,25,20,2.47,4942,4
supportcase26,25,20,3.02,5013,5
supportcase26,25,20,7.22,5009,6
supportcase26,25,20,3.02,5014,7
supportcase26,25,20,2.93,5019,8
supportcase26,25,20,7.74,5015,9
supportcase26,30,20,8.34,6014,0
supportcase26,30,20,3.88,6013,1
supportcase26,30,20,4.78,6014,2
supportcase26,30,20,7.32,6105,3
supportcase26,30,20,7.80,6012,4
supportcase26,30,20,3.92,6027,5
supportcase26,30,20,11.99,6100,6
supportcase26,30,20,6.48,6013,7
supportcase26,30,20,4.19,6016,8
supportcase26,30,20,3.04,6014,9
supportcase26,40,20,2.37,8035,0
supportcase26,40,20,5.40,8015,1
supportcase26,40,20,1.66,8027,2
supportcase26,40,20,2.51,8026,3
supportcase26,40,20,4.90,8017,4
supportcase26,40,20,1.16,8027,5
supportcase26,40,20,5.36,8028,6
supportcase26,40,20,3.65,8031,7
supportcase26,40,20,2.33,8018,8
supportcase26,50,20,2.13,10027,0
supportcase26,50,20,1.75,10034,1
supportcase26,50,20,5.34,10017,2
supportcase26,50,20,3.39,10028,3
supportcase26,50,20,1.62,10032,4
supportcase26,50,20,1.95,10028,5
supportcase26,50,20,2.73,10028,6
supportcase26,50,20,7.80,10020,7
supportcase26,50,20,7.22,10021,8
supportcase26,50,20,9.75,10081,9
supportcase26,60,20,3.07,12046,0
supportcase26,60,20,3.03,12036,1
supportcase26,60,20,3.23,12126,2
supportcase26,60,20,5.59,12046,3
supportcase26,60,20,5.85,12023,4
supportcase26,60,20,2.51,12047,5
supportcase26,60,20,2.64,12037,6
supportcase26,60,20,3.56,12029,7
supportcase26,2,30,9.47,602,0
supportcase26,2,30,13.64,602,1
supportcase26,2,30,9.49,601,2
supportcase26,2,30,12.45,601,3
supportcase26,2,30,8.07,603,4
supportcase26,2,30,4.42,602,5
supportcase26,2,30,9.44,604,6
supportcase26,2,30,12.32,601,7
supportcase26,2,30,11.00,603,8
supportcase26,2,30,5.93,602,9
supportcase26,5,30,5.85,1503,0
supportcase26,5,30,11.82,1505,1
supportcase26,5,30,9.30,1503,2
supportcase26,5,30,9.19,1504,3
supportcase26,5,30,7.96,1505,4
supportcase26,5,30,8.90,1503,5
supportcase26,5,30,9.80,1503,6
supportcase26,5,30,4.25,1503,7
supportcase26,5,30,2.72,1508,8
supportcase26,5,30,10.58,1504,9
supportcase26,10,30,0.01,2955,0
supportcase26,10,30,4.67,3007,1
supportcase26,10,30,7.45,3007,2
supportcase26,10,30,12.51,3009,3
supportcase26,10,30,4.76,3012,4
supportcase26,10,30,0.01,3006,5
supportcase26,10,30,6.98,3006,6
supportcase26,10,30,13.59,3095,7
supportcase26,10,30,0.01,2994,8
supportcase26,10,30,3.88,3008,9
supportcase26,15,30,0.01,4528,0
supportcase26,15,30,0.01,4493,1
supportcase26,15,30,4.02,4509,2
supportcase26,15,30,11.46,4515,3
supportcase26,15,30,3.71,4509,4
supportcase26,15,30,6.24,4510,5
supportcase26,15,30,0.01,4512,6
supportcase26,15,30,2.82,4533,7
supportcase26,15,30,4.37,4513,8
supportcase26,15,30,5.13,4510,9
supportcase26,20,30,2.54,6023,0
supportcase26,20,30,2.98,6045,1
supportcase26,20,30,0.01,5962,2
supportcase26,20,30,6.04,6015,3
supportcase26,20,30,0.01,6019,4
supportcase26,20,30,6.13,6016,5
supportcase26,20,30,9.05,6013,6
supportcase26,20,30,3.06,6015,7
supportcase26,20,30,2.69,6011,8
supportcase26,20,30,3.15,6015,9
supportcase26,25,30,0.01,7603,0
supportcase26,25,30,0.01,7516,1
supportcase26,25,30,0.01,7541,2
supportcase26,25,30,0.01,7200,3
supportcase26,25,30,1.05,7635,4
supportcase26,25,30,6.89,7539,5
supportcase26,25,30,4.02,7518,6
supportcase26,25,30,8.72,7519,7
supportcase26,25,30,0.01,7527,8
supportcase26,25,30,2.05,7525,9
supportcase26,30,30,6.78,9029,0
supportcase26,30,30,3.28,9019,1
supportcase26,30,30,0.01,8999,2
supportcase26,30,30,9.30,9054,3
supportcase26,30,30,0.07,9045,4
supportcase26,30,30,4.39,9017,5
supportcase26,30,30,0.01,8839,6
supportcase26,30,30,4.77,9024,7
supportcase26,30,30,0.76,9040,8
supportcase26,30,30,2.67,9025,9
supportcase26,2,40,12.62,802,0
supportcase26,2,40,13.42,802,1
supportcase26,2,40,10.01,802,2
supportcase26,2,40,7.62,802,3
supportcase26,2,40,0.01,765,4
supportcase26,2,40,6.64,804,5
supportcase26,2,40,4.63,803,6
supportcase26,2,40,6.04,804,7
supportcase26,2,40,8.33,802,8
supportcase26,2,40,5.35,803,9
supportcase26,5,40,10.36,2003,0
supportcase26,5,40,0.01,1996,1
supportcase26,5,40,6.60,2004,2
supportcase26,5,40,7.97,2006,3
supportcase26,5,40,0.01,2008,4
supportcase26,5,40,0.21,2012,5
supportcase26,5,40,2.21,2005,6
supportcase26,5,40,5.92,2010,7
supportcase26,5,40,10.25,2004,8
supportcase26,5,40,3.00,2007,9
supportcase26,10,40,6.22,4016,0
supportcase26,10,40,2.51,4011,1
supportcase26,10,40,9.88,4007,2
supportcase26,10,40,5.76,4010,3
supportcase26,10,40,3.51,4018,4
supportcase26,10,40,6.53,4017,5
supportcase26,10,40,0.01,3999,6
supportcase26,10,40,0.01,3826,7
supportcase26,10,40,0.01,3719,8
supportcase26,10,40,2.34,4015,9
supportcase26,15,40,4.85,6016,0
supportcase26,15,40,3.71,6014,1
supportcase26,15,40,6.46,6012,2
supportcase26,15,40,12.01,6197,3
supportcase26,15,40,4.82,6022,4
supportcase26,15,40,4.48,6017,5
supportcase26,15,40,6.35,6017,6
supportcase26,15,40,0.01,5749,7
supportcase26,15,40,3.71,6013,8
supportcase26,15,40,4.61,6019,9
supportcase26,20,40,6.46,8030,0
supportcase26,20,40,7.99,8024,1
supportcase26,20,40,4.29,8021,2
supportcase26,20,40,0.01,8000,3
supportcase26,20,40,0.01,7329,4
supportcase26,20,40,1.27,8048,5
supportcase26,20,40,0.01,7998,6
supportcase26,20,40,0.01,7450,7
supportcase26,20,40,0.01,8024,8
supportcase26,20,40,6.23,8027,9
supportcase40,2,5,3.14,100,0
supportcase40,2,5,4.29,101,1
supportcase40,2,5,3.12,100,2
supportcase40,2,5,4.36,100,3
supportcase40,2,5,3.14,100,4
supportcase40,2,5,4.72,100,5
supportcase40,2,5,3.08,100,6
supportcase40,2,5,4.97,100,7
supportcase40,2,5,3.26,100,8
supportcase40,2,5,5.55,100,9
supportcase40,5,5,2.85,251,0
supportcase40,5,5,3.36,253,1
supportcase40,5,5,3.09,251,2
supportcase40,5,5,3.11,252,3
supportcase40,5,5,3.09,251,4
supportcase40,5,5,3.14,251,5
supportcase40,5,5,3.08,251,6
supportcase40,5,5,3.14,252,7
supportcase40,5,5,3.14,252,8
supportcase40,5,5,3.14,252,9
supportcase40,10,5,2.57,503,0
supportcase40,10,5,2.55,503,1
supportcase40,10,5,2.93,503,2
supportcase40,10,5,2.55,503,3
supportcase40,10,5,2.93,503,4
supportcase40,10,5,3.09,503,5
supportcase40,10,5,3.08,503,6
supportcase40,10,5,3.33,505,7
supportcase40,10,5,2.96,504,8
supportcase40,10,5,2.98,503,9
supportcase40,15,5,2.55,756,0
supportcase40,15,5,2.87,755,1
supportcase40,15,5,2.55,755,2
supportcase40,15,5,2.93,755,3
supportcase40,15,5,2.93,755,4
supportcase40,15,5,3.09,755,5
supportcase40,15,5,3.18,756,6
supportcase40,15,5,3.08,755,7
supportcase40,15,5,3.10,756,8
supportcase40,15,5,3.08,756,9
supportcase40,20,5,2.87,1008,0
supportcase40,20,5,2.88,1007,1
supportcase40,20,5,2.55,1007,2
supportcase40,20,5,3.08,1007,3
supportcase40,20,5,2.93,1007,4
supportcase40,20,5,3.08,1007,5
supportcase40,20,5,2.93,1007,6
supportcase40,20,5,3.08,1008,7
supportcase40,20,5,3.14,1008,8
supportcase40,20,5,2.85,1008,9
supportcase40,25,5,2.85,1259,0
supportcase40,25,5,3.34,1266,1
supportcase40,25,5,3.09,1290,2
supportcase40,25,5,3.08,1260,3
supportcase40,25,5,3.01,1260,4
supportcase40,25,5,2.93,1259,5
supportcase40,25,5,2.55,1259,6
supportcase40,25,5,2.55,1259,7
supportcase40,25,5,2.55,1259,8
supportcase40,25,5,3.18,1261,9
supportcase40,30,5,3.12,1513,0
supportcase40,30,5,3.22,1521,1
supportcase40,30,5,3.12,1511,2
supportcase40,30,5,2.55,1511,3
supportcase40,30,5,2.55,1511,4
supportcase40,30,5,3.08,1511,5
supportcase40,30,5,2.57,1511,6
supportcase40,30,5,3.15,1512,7
supportcase40,30,5,2.55,1511,8
supportcase40,40,5,2.87,2028,0
supportcase40,40,5,3.14,2016,1
supportcase40,40,5,3.15,2016,2
supportcase40,40,5,3.21,2020,3
supportcase40,40,5,2.96,2017,4
supportcase40,40,5,2.55,2014,5
supportcase40,40,5,2.93,2016,6
supportcase40,40,5,3.08,2066,7
supportcase40,40,5,2.93,2015,8
supportcase40,40,5,3.23,2019,9
supportcase40,50,5,2.93,2522,0
supportcase40,50,5,3.09,2520,1
supportcase40,50,5,3.12,2566,2
supportcase40,50,5,2.93,2521,3
supportcase40,50,5,2.55,2518,4
supportcase40,50,5,2.79,2518,5
supportcase40,50,5,2.93,2521,6
supportcase40,50,5,2.85,2529,7
supportcase40,50,5,2.93,2520,8
supportcase40,50,5,2.88,2518,9
supportcase40,60,5,2.55,3023,0
supportcase40,60,5,2.55,3022,1
supportcase40,60,5,3.41,3036,2
supportcase40,60,5,2.55,3023,3
supportcase40,60,5,2.55,3024,4
supportcase40,60,5,2.55,3022,5
supportcase40,60,5,2.56,3022,6
supportcase40,60,5,2.56,3023,7
supportcase40,60,5,3.01,3027,8
supportcase40,60,5,2.55,3023,9
supportcase40,2,10,5.46,201,0
supportcase40,2,10,5.38,201,1
supportcase40,2,10,2.11,201,2
supportcase40,2,10,4.50,201,3
supportcase40,2,10,4.76,201,4
supportcase40,2,10,4.72,201,5
supportcase40,2,10,4.53,201,6
supportcase40,2,10,3.06,201,7
supportcase40,2,10,3.15,201,8
supportcase40,2,10,2.88,201,9
supportcase40,5,10,3.23,503,0
supportcase40,5,10,1.81,504,1
supportcase40,5,10,2.12,504,2
supportcase40,5,10,3.30,503,3
supportcase40,5,10,2.06,503,4
supportcase40,5,10,3.04,503,5
supportcase40,5,10,3.98,503,6
supportcase40,5,10,4.27,503,7
supportcase40,5,10,4.29,504,8
supportcase40,5,10,3.22,504,9
supportcase40,10,10,1.86,1007,0
supportcase40,10,10,1.76,1007,1
supportcase40,10,10,1.85,1007,2
supportcase40,10,10,2.78,1007,3
supportcase40,10,10,2.03,1006,4
supportcase40,10,10,1.94,1006,5
supportcase40,10,10,2.54,1007,6
supportcase40,10,10,2.31,1007,7
supportcase40,10,10,2.31,1008,8
supportcase40,10,10,2.52,1007,9
supportcase40,15,10,1.97,1510,0
supportcase40,15,10,2.69,1511,1
supportcase40,15,10,2.31,1511,2
supportcase40,15,10,2.11,1509,3
supportcase40,15,10,2.03,1509,4
supportcase40,15,10,2.38,1510,5
supportcase40,15,10,2.77,1557,6
supportcase40,15,10,2.55,1511,7
supportcase40,15,10,2.57,1512,8
supportcase40,15,10,2.45,1511,9
supportcase40,20,10,1.84,2014,0
supportcase40,20,10,1.77,2015,1
supportcase40,20,10,2.31,2014,2
supportcase40,20,10,2.09,2014,3
supportcase40,20,10,2.36,2013,4
supportcase40,20,10,2.38,2013,5
supportcase40,20,10,1.64,2050,6
supportcase40,20,10,1.88,2014,7
supportcase40,20,10,1.86,2017,8
supportcase40,20,10,2.44,1956,9
supportcase40,25,10,2.31,2518,0
supportcase40,25,10,1.81,2524,1
supportcase40,25,10,1.85,2516,2
supportcase40,25,10,1.79,2517,3
supportcase40,25,10,1.75,2518,4
supportcase40,25,10,2.01,2520,5
supportcase40,25,10,1.85,2519,6
supportcase40,25,10,2.57,2520,7
supportcase40,25,10,2.88,2528,8
supportcase40,30,10,2.23,3022,0
supportcase40,30,10,1.98,3020,1
supportcase40,30,10,2.14,3022,2
supportcase40,30,10,1.98,3025,3
supportcase40,30,10,2.06,3023,4
supportcase40,30,10,2.37,3022,5
supportcase40,30,10,2.52,3022,6
supportcase40,30,10,2.20,3026,7
supportcase40,30,10,1.85,3022,8
supportcase40,30,10,2.54,3022,9
supportcase40,40,10,1.90,4031,0
supportcase40,40,10,2.06,4029,1
supportcase40,40,10,2.11,4030,2
supportcase40,40,10,2.43,4033,3
supportcase40,40,10,2.57,4029,4
supportcase40,40,10,2.31,4033,5
supportcase40,40,10,2.23,4033,6
supportcase40,40,10,2.35,4037,7
supportcase40,40,10,2.14,4030,8
supportcase40,40,10,1.64,4029,9
supportcase40,50,10,1.83,5034,0
supportcase40,50,10,1.93,5035,1
supportcase40,50,10,1.85,5035,2
supportcase40,50,10,2.31,5035,3
supportcase40,50,10,1.73,5033,4
supportcase40,50,10,1.79,5035,5
supportcase40,50,10,1.79,5034,6
supportcase40,50,10,2.45,5039,7
supportcase40,50,10,1.76,5034,8
supportcase40,50,10,1.86,5033,9
supportcase40,60,10,1.86,6049,0
supportcase40,60,10,1.75,6043,1
supportcase40,60,10,1.68,6043,2
supportcase40,60,10,1.85,6045,3
supportcase40,60,10,2.00,6038,4
supportcase40,60,10,1.89,6040,5
supportcase40,60,10,1.81,6045,6
supportcase40,60,10,1.85,6045,7
supportcase40,60,10,1.73,6043,8
supportcase40,60,10,1.54,6040,9
supportcase40,2,20,4.91,402,0
supportcase40,2,20,3.99,403,1
supportcase40,2,20,3.78,403,2
supportcase40,2,20,3.18,403,3
supportcase40,2,20,4.61,402,4
supportcase40,2,20,4.35,403,5
supportcase40,2,20,5.82,411,6
supportcase40,2,20,4.61,403,7
supportcase40,2,20,3.05,403,8
supportcase40,2,20,4.53,403,9
supportcase40,5,20,4.04,1006,0
supportcase40,5,20,2.84,1008,1
supportcase40,5,20,2.06,1008,2
supportcase40,5,20,2.39,1007,3
supportcase40,5,20,2.84,1007,4
supportcase40,5,20,2.29,1007,5
supportcase40,5,20,4.60,1009,6
supportcase40,5,20,4.11,1007,7
supportcase40,5,20,2.94,1008,8
supportcase40,5,20,4.14,1007,9
supportcase40,10,20,2.69,2013,0
supportcase40,10,20,1.80,2014,1
supportcase40,10,20,3.34,2014,2
supportcase40,10,20,1.98,2014,3
supportcase40,10,20,2.93,2014,4
supportcase40,10,20,2.56,2016,5
supportcase40,10,20,2.40,2017,6
supportcase40,10,20,2.93,2014,7
supportcase40,10,20,1.85,2015,8
supportcase40,10,20,2.48,2015,9
supportcase40,15,20,2.57,3020,0
supportcase40,15,20,1.79,3020,1
supportcase40,15,20,3.21,3021,2
supportcase40,15,20,2.14,3021,3
supportcase40,15,20,2.00,3020,4
supportcase40,15,20,2.50,3021,5
supportcase40,15,20,2.92,3021,6
supportcase40,15,20,2.93,3020,7
supportcase40,15,20,2.08,3021,8
supportcase40,15,20,2.96,3023,9
supportcase40,20,20,2.49,4027,0
supportcase40,20,20,2.26,4030,1
supportcase40,20,20,1.40,4029,2
supportcase40,20,20,2.22,4032,3
supportcase40,20,20,1.50,4027,4
supportcase40,20,20,2.18,4027,5
supportcase40,20,20,2.89,4033,6
supportcase40,20,20,2.97,4030,7
supportcase40,20,20,1.87,4030,8
supportcase40,20,20,2.27,4033,9
supportcase40,25,20,2.78,5038,0
supportcase40,25,20,2.33,5039,1
supportcase40,25,20,1.79,5034,2
supportcase40,25,20,2.73,5041,3
supportcase40,25,20,2.64,5035,4
supportcase40,25,20,2.21,5036,5
supportcase40,25,20,2.69,5041,6
supportcase40,25,20,4.20,5039,7
supportcase40,25,20,2.24,5038,8
supportcase40,25,20,2.49,5052,9
supportcase40,30,20,3.12,6053,0
supportcase40,30,20,3.02,6056,1
supportcase40,30,20,2.18,6058,2
supportcase40,30,20,1.89,6056,3
supportcase40,30,20,2.62,6063,4
supportcase40,30,20,3.23,6070,5
supportcase40,30,20,4.35,6076,6
supportcase40,30,20,4.51,6050,7
supportcase40,30,20,1.31,6051,8
supportcase40,30,20,3.89,6064,9
supportcase40,40,20,2.29,8063,0
supportcase40,40,20,3.00,8055,1
supportcase40,40,20,1.88,8061,2
supportcase40,40,20,1.60,8052,3
supportcase40,40,20,1.78,8068,4
supportcase40,40,20,2.25,8058,5
supportcase40,40,20,2.59,8072,6
supportcase40,40,20,1.83,8077,7
supportcase40,40,20,2.02,8054,8
supportcase40,50,20,1.98,10072,0
supportcase40,50,20,1.50,10070,1
supportcase40,50,20,1.68,10071,2
supportcase40,50,20,2.88,10074,3
supportcase40,50,20,1.86,10099,4
supportcase40,50,20,2.18,10080,5
supportcase40,50,20,1.79,10070,6
supportcase40,50,20,3.22,10084,7
supportcase40,50,20,3.21,10090,8
supportcase40,50,20,3.42,10146,9
supportcase40,60,20,3.19,12112,0
supportcase40,60,20,2.10,12082,1
supportcase40,60,20,2.82,12115,2
supportcase40,60,20,2.07,12084,3
supportcase40,60,20,2.57,12087,4
supportcase40,60,20,2.87,12092,5
supportcase40,60,20,2.28,12086,6
supportcase40,60,20,1.88,12090,7
supportcase40,2,30,4.58,605,0
supportcase40,2,30,4.51,607,1
supportcase40,2,30,4.66,606,2
supportcase40,2,30,4.58,605,3
supportcase40,2,30,4.49,606,4
supportcase40,2,30,4.49,605,5
supportcase40,2,30,4.75,606,6
supportcase40,2,30,4.56,605,7
supportcase40,2,30,4.14,607,8
supportcase40,2,30,2.42,605,9
supportcase40,5,30,1.62,1513,0
supportcase40,5,30,3.25,1512,1
supportcase40,5,30,4.49,1513,2
supportcase40,5,30,3.17,1513,3
supportcase40,5,30,3.65,1511,4
supportcase40,5,30,2.27,1512,5
supportcase40,5,30,4.58,1515,6
supportcase40,5,30,1.80,1510,7
supportcase40,5,30,3.18,1512,8
supportcase40,5,30,2.25,1513,9
supportcase40,10,30,2.43,3020,0
supportcase40,10,30,2.22,3021,1
supportcase40,10,30,4.44,3024,2
supportcase40,10,30,2.80,3029,3
supportcase40,10,30,1.93,3022,4
supportcase40,10,30,1.70,3019,5
supportcase40,10,30,3.03,3023,6
supportcase40,10,30,4.67,3029,7
supportcase40,10,30,2.20,3022,8
supportcase40,10,30,2.39,3021,9
supportcase40,15,30,2.50,5277,0
supportcase40,15,30,2.36,4535,1
supportcase40,15,30,2.50,4534,2
supportcase40,15,30,4.21,4549,3
supportcase40,15,30,2.87,4532,4
supportcase40,15,30,2.59,4529,5
supportcase40,15,30,4.36,4547,6
supportcase40,15,30,2.45,4535,7
supportcase40,15,30,2.46,4533,8
supportcase40,15,30,4.44,4540,9
supportcase40,20,30,2.29,7245,0
supportcase40,20,30,1.90,6046,1
supportcase40,20,30,2.12,6043,2
supportcase40,20,30,3.77,6051,3
supportcase40,20,30,4.17,6045,4
supportcase40,20,30,1.89,6045,5
supportcase40,20,30,4.25,6048,6
supportcase40,20,30,3.44,6045,7
supportcase40,20,30,2.52,6041,8
supportcase40,20,30,2.45,6051,9
supportcase40,25,30,3.39,7634,0
supportcase40,25,30,2.58,7560,1
supportcase40,25,30,3.42,7567,2
supportcase40,25,30,1.50,8573,3
supportcase40,25,30,2.36,7555,4
supportcase40,25,30,3.70,7572,5
supportcase40,25,30,2.45,7567,6
supportcase40,25,30,2.85,7565,7
supportcase40,25,30,3.95,7570,8
supportcase40,25,30,2.11,7552,9
supportcase40,30,30,2.37,9093,0
supportcase40,30,30,1.99,9067,1
supportcase40,30,30,2.20,9346,2
supportcase40,30,30,2.68,9114,3
supportcase40,30,30,2.49,9068,4
supportcase40,30,30,1.73,9065,5
supportcase40,30,30,4.32,9111,6
supportcase40,30,30,2.88,9090,7
supportcase40,30,30,1.98,9093,8
supportcase40,30,30,2.99,9079,9
supportcase40,2,40,3.04,808,0
supportcase40,2,40,4.32,806,1
supportcase40,2,40,4.19,807,2
supportcase40,2,40,4.26,806,3
supportcase40,2,40,2.98,807,4
supportcase40,2,40,2.31,806,5
supportcase40,2,40,2.66,807,6
supportcase40,2,40,4.38,807,7
supportcase40,2,40,3.62,807,8
supportcase40,2,40,4.54,1613,9
supportcase40,5,40,3.59,2016,0
supportcase40,5,40,2.11,2014,1
supportcase40,5,40,2.96,2013,2
supportcase40,5,40,4.04,2017,3
supportcase40,5,40,2.60,2015,4
supportcase40,5,40,3.50,2016,5
supportcase40,5,40,2.93,2013,6
supportcase40,5,40,3.91,2018,7
supportcase40,5,40,1.79,2015,8
supportcase40,5,40,2.49,2017,9
supportcase40,10,40,2.37,4031,0
supportcase40,10,40,3.79,4035,1
supportcase40,10,40,1.94,4029,2
supportcase40,10,40,4.30,4035,3
supportcase40,10,40,3.39,4043,4
supportcase40,10,40,2.74,4030,5
supportcase40,10,40,2.49,4027,6
supportcase40,10,40,3.74,4028,7
supportcase40,10,40,2.41,4034,8
supportcase40,10,40,2.14,4032,9
supportcase40,15,40,2.64,6054,0
supportcase40,15,40,3.45,6042,1
supportcase40,15,40,2.43,6044,2
supportcase40,15,40,3.71,6083,3
supportcase40,15,40,2.96,6058,4
supportcase40,15,40,3.36,6049,5
supportcase40,15,40,2.18,6050,6
supportcase40,15,40,3.35,6042,7
supportcase40,15,40,1.94,6164,8
supportcase40,15,40,1.81,6040,9
supportcase40,20,40,4.15,8072,0
supportcase40,20,40,4.93,8069,1
supportcase40,20,40,2.71,8062,2
supportcase40,20,40,2.46,8064,3
supportcase40,20,40,2.80,8071,4
